Source,Region,SubRegion,Country/Territory,DrugGroup,Drug,DrugState,LevelOfSale,Year,Typical price,Minimum price,Maximum price,Unit,Currency
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2019,,4000.00,10000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,,15.00,25.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2018,,4000.00,10000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,,15.00,20.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,10000.00,5000.00,15000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,,15.00,20.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,10000.00,5000.00,15000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2019,5000.00,,,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis resin (hashish),,Street,2019,,15.00,20.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2018,5000.00,,,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis resin (hashish),,Street,2018,,15.00,20.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis resin (hashish),,Street,2017,,10.00,20.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2017,7000.00,3000.00,10000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2016,7000.00,3000.00,10000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type drugs,Cannabis resin (hashish),,Street,2016,,10.00,20.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cocaine-type,Cocaine,,Wholesale,2019,80000.00,,,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cocaine-type,Cocaine,,Street,2019,100.00,50.00,150.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cocaine-type,Cocaine,,Wholesale,2018,80000.00,,,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cocaine-type,Cocaine,,Street,2018,100.00,50.00,150.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cocaine-type,Cocaine,,Wholesale,2017,,40000.00,100000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cocaine-type,Cocaine,,Street,2017,100.00,80.00,150.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cocaine-type,Cocaine,,Street,2016,100.00,80.00,150.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,Cocaine-type,Cocaine,,Wholesale,2016,,40000.00,100000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Finland,Hallucinogens,LSD,,Street,2019,15.00,10.00,20.00,Trip,EUR
ARQ,Europe,Western and Central Europe,Finland,Hallucinogens,LSD,,Street,2018,15.00,10.00,20.00,Trip,EUR
ARQ,Europe,Western and Central Europe,Finland,Hallucinogens,LSD,,Street,2017,15.00,10.00,20.00,Trip,EUR
ARQ,Europe,Western and Central Europe,Finland,Hallucinogens,LSD,,Wholesale,2017,550.00,,,100 unit,EUR
ARQ,Europe,Western and Central Europe,Finland,Hallucinogens,LSD,,Wholesale,2016,550.00,,,100 unit,EUR
ARQ,Europe,Western and Central Europe,Finland,Hallucinogens,LSD,,Street,2016,15.00,10.00,20.00,Trip,EUR
ARQ,Europe,Western and Central Europe,Belgium,NPS,Ketamine and phencyclidine-type substances,,Street,2018,24.63,10.00,50.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Belgium,NPS,Ketamine and phencyclidine-type substances,,Wholesale,2018,18750.00,14500.00,23000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Belgium,NPS,Ketamine and phencyclidine-type substances,,Street,2017,29.80,7.50,50.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Belgium,NPS,Khat,,Street,2018,4.67,4.00,5.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,NPS,GBL/GHB,,Wholesale,2019,,800.00,1000.00,Litre,EUR
ARQ,Europe,Western and Central Europe,Finland,NPS,GBL/GHB,,Street,2019,,1.00,2.00,Millilitre,EUR
ARQ,Europe,Western and Central Europe,Finland,NPS,GBL/GHB,,Wholesale,2018,,800.00,1000.00,Litre,EUR
ARQ,Europe,Western and Central Europe,Finland,NPS,GBL/GHB,,Street,2018,,1.00,2.00,Millilitre,EUR
ARQ,Europe,Western and Central Europe,Finland,NPS,GBL/GHB,,Street,2017,,1.00,2.00,Millilitre,EUR
ARQ,Europe,Western and Central Europe,Finland,NPS,GBL/GHB,,Wholesale,2017,,800.00,1000.00,Litre,EUR
ARQ,Europe,Western and Central Europe,Finland,NPS,GBL/GHB,,Street,2016,,1.00,2.00,Millilitre,EUR
ARQ,Europe,Western and Central Europe,Finland,NPS,GBL/GHB,,Wholesale,2016,,800.00,1000.00,Litre,EUR
ARQ,Europe,Western and Central Europe,Finland,Opioids,Heroin,,Street,2019,,150.00,200.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,Opioids,Heroin,,Street,2018,,150.00,200.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,Opioids,Heroin,,Street,2017,150.00,100.00,200.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,Opioids,Heroin,,Street,2016,150.00,100.00,200.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Finland,Opioids,Buprenorphine,,Wholesale,2019,,15000.00,20000.00,1000 tablets,EUR
ARQ,Europe,Western and Central Europe,Finland,Opioids,Buprenorphine,,Street,2019,50.00,30.00,100.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,Finland,Opioids,Buprenorphine,Tablets,Street,2018,50.00,30.00,100.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,Finland,Opioids,Buprenorphine,Tablets,Wholesale,2018,,15000.00,20000.00,1000 tablets,EUR
ARQ,Europe,Western and Central Europe,Finland,Opioids,Buprenorphine,,Wholesale,2017,,15000.00,30000.00,1000 tablets,EUR
ARQ,Europe,Western and Central Europe,Finland,Opioids,Buprenorphine,,Street,2017,50.00,30.00,100.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,Finland,Opioids,Buprenorphine,Tablets,Wholesale,2016,,15000.00,30000.00,1000 tablets,EUR
ARQ,Europe,Western and Central Europe,Finland,Opioids,Buprenorphine,Tablets,Street,2016,50.00,30.00,100.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,Finland,Sedatives and tranquillizers,Benzodiazepines,,Street,2019,3.00,2.00,5.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,Finland,Sedatives and tranquillizers,Benzodiazepines,,Street,2018,3.00,2.00,5.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,Finland,Sedatives and tranquillizers,Benzodiazepines,,Street,2017,3.00,2.00,5.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,Finland,Sedatives and tranquillizers,Benzodiazepines,,Street,2016,3.00,2.00,5.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,France,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2019,10.00,5.00,10.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,France,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2019,2000.00,2000.00,3000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,France,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2018,10.00,5.00,10.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,France,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2018,2000.00,2000.00,3000.00,1000 tablets,EUR
ARQ,Europe,Western and Central Europe,France,Amphetamine-type stimulants,Amphetamine,,Wholesale,2019,6000.00,5000.00,8000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,France,Amphetamine-type stimulants,Amphetamine,,Street,2019,15.00,10.00,20.00,Gram,EUR
ARQ,Europe,Western and Central Europe,France,Amphetamine-type stimulants,Amphetamine,Tablets,Street,2018,15.00,10.00,20.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,France,Amphetamine-type stimulants,Amphetamine,Tablets,Wholesale,2018,6000.00,5000.00,8000.00,1000 tablets,EUR
ARQ,Europe,Western and Central Europe,France,Amphetamine-type stimulants,Methamphetamine,,Street,2019,40.00,30.00,100.00,Gram,EUR
ARQ,Europe,Western and Central Europe,France,Amphetamine-type stimulants,Methamphetamine,Tablets,Street,2018,40.00,30.00,100.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,France,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2019,3000.00,2600.00,4000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,France,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,10.00,7.00,10.00,Gram,EUR
ARQ,Europe,Western and Central Europe,France,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2018,3000.00,2600.00,4000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,France,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,7.00,5.00,10.00,Gram,EUR
ARQ,Europe,Western and Central Europe,France,Cannabis-type drugs,Cannabis resin (hashish),,Street,2019,7.00,5.00,10.00,Gram,EUR
ARQ,Europe,Western and Central Europe,France,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2019,2000.00,1700.00,2200.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,France,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2018,2000.00,1700.00,2200.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,France,Cannabis-type drugs,Cannabis resin (hashish),,Street,2018,7.00,5.00,10.00,Gram,EUR
ARQ,Europe,Western and Central Europe,France,Cocaine-type,Cocaine,,Street,2019,70.00,50.00,80.00,Gram,EUR
ARQ,Europe,Western and Central Europe,France,Cocaine-type,Cocaine,,Wholesale,2019,31000.00,25000.00,38000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,France,Cocaine-type,Cocaine,,Wholesale,2018,31000.00,25000.00,38000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,France,Cocaine-type,Cocaine,,Street,2018,70.00,50.00,80.00,Gram,EUR
ARQ,Europe,Western and Central Europe,France,Opioids,Heroin,,Wholesale,2019,15000.00,10000.00,20000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,France,Opioids,Heroin,,Street,2019,35.00,25.00,40.00,Gram,EUR
ARQ,Europe,Western and Central Europe,France,Opioids,Heroin,,Wholesale,2018,15000.00,10000.00,20000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,France,Opioids,Heroin,,Street,2018,35.00,25.00,40.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2019,8.00,3.50,13.60,Tablet,EUR
ARQ,Europe,Western and Central Europe,Germany,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2019,2893.00,1640.00,3818.00,1000 tablets,EUR
ARQ,Europe,Western and Central Europe,Germany,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2018,7.10,3.90,13.60,Pill,EUR
ARQ,Europe,Western and Central Europe,Germany,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2018,2687.00,1382.00,4161.00,1000 units,EUR
ARQ,Europe,Western and Central Europe,Germany,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2018,,,,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2018,,,,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2017,2868.00,1981.00,4444.00,1000 units,EUR
ARQ,Europe,Western and Central Europe,Germany,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2017,8.00,4.00,14.00,Pill,EUR
ARQ,Europe,Western and Central Europe,Germany,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2016,2961.00,1816.00,3713.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2016,7.80,3.70,13.70,Unit,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Amphetamine,,Street,2019,9.50,4.60,19.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Amphetamine,,Wholesale,2019,3196.00,1910.00,4349.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Amphetamine,,Wholesale,2018,3505.00,1997.00,5068.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Amphetamine,,Street,2018,11.30,5.70,22.10,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Amphetamine,,Street,2017,12.00,7.00,22.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Amphetamine,,Wholesale,2017,2270.00,,,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Amphetamine,,Wholesale,2016,3188.00,2068.00,4700.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Amphetamine,,Street,2016,11.80,6.10,21.20,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Methamphetamine,,Street,2019,77.80,42.80,125.60,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2019,34333.00,24900.00,60750.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Methamphetamine,,Street,2018,84.00,39.40,109.50,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2018,32667.00,23250.00,58333.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Methamphetamine,,Street,2017,78.00,55.00,105.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2017,31250.00,22000.00,55750.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Methamphetamine,,Street,2016,87.30,52.80,117.50,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2016,33938.00,23000.00,53500.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2019,4683.00,2704.00,6939.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,9.90,5.30,15.40,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,10.20,5.80,15.90,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2018,5046.00,2882.00,7407.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,10.00,6.00,20.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,4599.00,3108.00,6558.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,5122.00,3181.00,7007.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,10.00,5.70,16.20,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2019,3383.00,2064.00,4950.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis resin (hashish),,Street,2019,9.20,4.90,14.10,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis resin (hashish),,Street,2018,8.90,4.40,14.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2018,3069.00,2431.00,4985.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2017,2775.00,1897.00,4476.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis resin (hashish),,Street,2017,9.00,5.00,13.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis resin (hashish),,Street,2016,8.60,4.90,14.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2016,3110.00,2203.00,4958.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine,,Street,2019,69.50,43.70,119.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine,,Street,2019,37.50,38.00,67.50,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine,,Wholesale,2019,41900.00,30375.00,57125.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine,,Street,2018,58.70,49.30,83.30,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine,,Street,2018,70.30,41.50,124.30,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine,,Wholesale,2018,43188.00,28650.00,58318.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine,,Wholesale,2017,41727.00,32708.00,52083.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine,,Street,2017,73.00,63.00,102.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine,,Street,2017,72.00,46.00,121.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine,,Street,2016,75.80,45.40,127.40,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine,,Wholesale,2016,42380.00,33962.00,51926.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Hallucinogens,LSD,,Street,2019,10.00,6.10,15.40,Trip,EUR
ARQ,Europe,Western and Central Europe,Germany,Hallucinogens,LSD,,Street,2018,10.00,6.40,14.10,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Hallucinogens,LSD,,Street,2017,10.00,6.00,14.00,Trip,EUR
ARQ,Europe,Western and Central Europe,Germany,Hallucinogens,LSD,,Street,2016,9.30,6.50,13.40,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Opioids,Heroin,,Street,2019,51.30,27.40,83.20,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Opioids,Heroin,,Wholesale,2019,30000.00,17267.00,36750.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Opioids,Heroin,,Wholesale,2018,28000.00,16013.00,35375.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Opioids,Heroin,,Street,2018,44.00,18.90,75.20,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Opioids,Heroin,,Street,2017,43.00,26.00,72.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Opioids,Heroin,,Wholesale,2017,31750.00,21833.00,40000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Opioids,Heroin,,Street,2016,47.50,23.30,78.40,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Opioids,Heroin,,Wholesale,2016,30500.00,16206.00,31800.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Opioids,Opiates,,Wholesale,2019,6500.00,4375.00,7050.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Germany,Opioids,Opiates,,Street,2019,13.80,9.70,18.30,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Opioids,Opiates,,Street,2018,11.00,,,Gram,EUR
ARQ,Europe,Western and Central Europe,Germany,Opioids,Opiates,,Street,2016,12.60,10.90,13.60,Gram,EUR
ARQ,Europe,Western and Central Europe,Gibraltar,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2019,40.00,30.00,50.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Gibraltar,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2019,40.00,,,Tablet,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Gibraltar,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2019,40.00,,,Tablet,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Gibraltar,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2019,4000.00,,,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Gibraltar,Amphetamine-type stimulants,Amphetamine,,Wholesale,2019,10000.00,,,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Gibraltar,Amphetamine-type stimulants,Amphetamine,,Street,2019,15.00,,,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Gibraltar,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,5.00,,,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Gibraltar,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2019,4000.00,,,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Gibraltar,Cannabis-type drugs,Cannabis resin (hashish),,Street,2019,5.00,,,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Gibraltar,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2019,4000.00,,,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Gibraltar,Cocaine-type,Cocaine,,Wholesale,2019,40000.00,,,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Gibraltar,Cocaine-type,Cocaine,,Street,2019,60.00,,65.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Finland,NPS,Khat,,Street,2019,80.00,,,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Finland,NPS,Khat,,Street,2018,80.00,,,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Gibraltar,Opioids,Heroin,,Street,2019,10.00,,,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Gibraltar,Opioids,Heroin,,Wholesale,2019,8000.00,,,Kilogram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Gibraltar,Sedatives and tranquillizers,Benzodiazepines,,Street,2019,3.00,3.00,5.00,Tablet,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2019,5.50,3.00,8.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2019,25000.00,20000.00,30000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2019,65.00,50.00,80.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2019,3000.00,2500.00,3500.00,1000 tablets,EUR
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2018,5.50,3.00,8.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2018,60.00,40.00,80.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2018,25000.00,20000.00,30000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2017,65.00,50.00,80.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2017,25000.00,20000.00,30000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2017,5.50,3.00,8.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2017,3000.00,2500.00,3500.00,1000 tablets,EUR
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2016,75.00,50.00,80.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2016,25000.00,20000.00,30000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2016,3000.00,2500.00,3500.00,1000 tablets,EUR
ARQ,Europe,Western and Central Europe,Greece,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2016,5.50,3.00,8.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,Greece,Amphetamine-type stimulants,Amphetamine,,Street,2019,10.00,5.00,15.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Amphetamine-type stimulants,Amphetamine,,Wholesale,2019,4500.00,4000.00,5000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Amphetamine-type stimulants,Amphetamine,,Street,2018,10.00,5.00,15.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Amphetamine-type stimulants,Amphetamine,,Street,2017,10.00,5.00,15.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Amphetamine-type stimulants,Amphetamine,,Wholesale,2017,4500.00,4000.00,5000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Amphetamine-type stimulants,Amphetamine,,Wholesale,2016,4500.00,4000.00,5000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Amphetamine-type stimulants,Amphetamine,,Street,2016,10.00,5.00,15.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,15.00,10.00,20.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2019,2000.00,1500.00,2500.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2018,1500.00,1000.00,2000.00,Kilogram,EUR
