Source,Region,SubRegion,Country/Territory,DrugGroup,Drug,DrugState,LevelOfSale,Year,Typical price,Minimum price,Maximum price,Unit,Currency
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,13.00,8.00,18.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,5750.00,3500.00,8000.00,Kilogram,EUR
OC2019,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,13.00,8.00,18.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,5750.00,3500.00,8000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,19.00,13.00,25.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2019,7500.00,5000.00,10000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis resin (hashish),,Street,2019,25.00,15.00,35.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis resin (hashish),,Street,2018,22.50,15.00,30.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2018,7500.00,5000.00,10000.00,Kilogram,EUR
OC2019,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2017,1500.00,1000.00,2000.00,Kilogram,EUR
OC2019,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis resin (hashish),,Street,2017,25.00,15.00,35.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis resin (hashish),,Street,2016,25.00,15.00,35.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2016,8000.00,5000.00,11000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cocaine-type,Cocaine,,Street,2019,85.00,50.00,120.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cocaine-type,Cocaine,,Wholesale,2019,38000.00,28000.00,48000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cocaine-type,Cocaine,,Wholesale,2018,39000.00,28000.00,50000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cocaine-type,Cocaine,,Street,2018,85.00,50.00,120.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cocaine-type,Cocaine,,Wholesale,2017,40000.00,30000.00,50000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cocaine-type,Cocaine,,Street,2017,85.00,50.00,120.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cocaine-type,Cocaine,,Wholesale,2016,47500.00,35000.00,60000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Cocaine-type,Cocaine,,Street,2016,85.00,60.00,110.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Hallucinogens,LSD,,Street,2019,10.00,5.00,15.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Hallucinogens,LSD,,Street,2018,10.00,5.00,15.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Hallucinogens,LSD,,Street,2017,10.00,5.00,15.00,Dose,EUR
ARQ,Europe,Western and Central Europe,Greece,Hallucinogens,LSD,,Street,2016,10.00,5.00,15.00,Dose,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Wholesale,2019,20000.00,15000.00,25000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Street,2019,25.00,20.00,30.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Wholesale,2019,18000.00,12000.00,24000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Street,2019,17.50,12.00,25.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Wholesale,2018,20000.00,15000.00,25000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Wholesale,2018,17000.00,10000.00,24000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Street,2018,17.50,10.00,25.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Street,2018,25.00,20.00,30.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Street,2017,25.00,20.00,30.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Wholesale,2017,20000.00,15000.00,25000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Wholesale,2017,18000.00,12000.00,24000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Street,2017,17.50,12.00,25.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Street,2016,22.50,15.00,30.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Wholesale,2016,20000.00,15000.00,25000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Wholesale,2016,18000.00,12000.00,24000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Heroin,,Street,2016,25.00,20.00,30.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Opiates,,Street,2019,6.50,3.00,10.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Opiates,,Wholesale,2019,4500.00,3000.00,6000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Opiates,,Wholesale,2018,4500.00,3000.00,6000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Opiates,,Street,2018,6.50,3.00,10.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Opiates,,Street,2017,6.50,3.00,10.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Opiates,,Wholesale,2017,4500.00,3000.00,6000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Opiates,,Wholesale,2016,4500.00,3000.00,6000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Greece,Opioids,Opiates,,Street,2016,6.50,3.00,10.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2019,7.80,3.10,15.60,Tablet,EUR
ARQ,Europe,Western and Central Europe,Hungary,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2019,31.20,15.60,62.40,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2018,31.20,15.60,62.40,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2018,7.80,3.10,15.60,Tablet,EUR
ARQ,Europe,Western and Central Europe,Hungary,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2017,6.50,1.60,11.30,Tablet,EUR
ARQ,Europe,Western and Central Europe,Hungary,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2016,4.80,2.60,9.60,Tablet,EUR
ARQ,Europe,Western and Central Europe,Hungary,Amphetamine-type stimulants,Amphetamine,,Street,2019,9.40,6.20,15.60,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Amphetamine-type stimulants,Amphetamine,,Street,2018,9.40,6.20,15.60,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Amphetamine-type stimulants,Amphetamine,,Street,2017,9.70,6.50,16.20,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Amphetamine-type stimulants,Amphetamine,,Wholesale,2016,1500.00,1500.00,2000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Amphetamine-type stimulants,Amphetamine,,Street,2016,9.60,6.40,24.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Amphetamine-type stimulants,Methamphetamine,,Street,2019,6.20,6.20,31.20,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Amphetamine-type stimulants,Methamphetamine,,Street,2018,6.20,6.20,31.20,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Amphetamine-type stimulants,Methamphetamine,,Street,2017,9.70,6.50,51.70,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Amphetamine-type stimulants,Methamphetamine,,Street,2016,20.00,12.80,25.60,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,7.80,6.20,15.90,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,7.80,6.20,15.90,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,8.10,4.80,12.90,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,2750.00,3250.00,3000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,8.00,6.40,9.60,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Cannabis-type drugs,Cannabis resin (hashish),,Street,2019,9.40,6.20,12.50,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Cannabis-type drugs,Cannabis resin (hashish),,Street,2018,9.40,6.20,12.50,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Cannabis-type drugs,Cannabis resin (hashish),,Street,2017,8.10,4.80,14.50,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Cannabis-type drugs,Cannabis resin (hashish),,Street,2016,9.60,6.40,12.80,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Cocaine-type,Cocaine,,Street,2019,62.40,49.90,109.20,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Cocaine-type,Cocaine,,Street,2018,62.40,49.90,109.20,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Cocaine-type,Cocaine,,Street,2017,64.60,38.80,97.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Cocaine-type,Cocaine,,Wholesale,2016,35000.00,30000.00,40000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Cocaine-type,Cocaine,,Street,2016,64.10,48.10,96.20,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Hallucinogens,LSD,,Street,2019,9.40,4.70,23.40,Stamp,EUR
ARQ,Europe,Western and Central Europe,Hungary,Hallucinogens,LSD,,Street,2018,9.40,4.70,23.40,Stamp,EUR
ARQ,Europe,Western and Central Europe,Hungary,Hallucinogens,LSD,,Street,2017,9.70,3.20,19.40,Stamp,EUR
ARQ,Europe,Western and Central Europe,Hungary,Hallucinogens,LSD,,Street,2016,16.00,4.80,16.00,Unit,EUR
ARQ,Europe,Western and Central Europe,Finland,NPS,Khat,,Street,2017,80.00,,,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Finland,NPS,Khat,,Street,2016,80.00,,,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Gibraltar,NPS,Ketamine and phencyclidine-type substances,,Street,2019,20.00,20.00,40.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Gibraltar,NPS,Ketamine and phencyclidine-type substances,,Wholesale,2019,20.00,,,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Hungary,NPS,,,Street,2017,9.70,3.20,22.60,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,NPS,Mushrooms (hallucinogenic),,Street,2019,9.40,4.70,15.60,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,NPS,Mushrooms (hallucinogenic),,Street,2018,9.40,4.70,15.60,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,NPS,Synthetic cannabinoids (“Spice”),,Street,2019,3.10,1.60,6.20,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Opioids,Heroin,,Street,2019,37.40,25.00,53.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Opioids,Heroin,,Street,2018,37.40,25.00,53.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Opioids,Heroin,,Street,2017,38.80,24.20,64.60,Gram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Opioids,Heroin,,Wholesale,2016,,10000.00,12500.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Hungary,Opioids,Heroin,,Street,2016,38.50,36.90,64.10,Gram,EUR
ARQ,Europe,Western and Central Europe,Iceland,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",,Street,2019,12000.00,,,Unit,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Iceland,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2018,22.60,,,Gram,USA
ARQ,Europe,Western and Central Europe,Iceland,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2016,25.73,,,Tablet,USA
ARQ,Europe,Western and Central Europe,Iceland,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",,Street,2016,142.59,,,Gram,USA
ARQ,Europe,Western and Central Europe,Iceland,Amphetamine-type stimulants,Amphetamine,,Street,2019,3000.00,,,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Iceland,Amphetamine-type stimulants,Amphetamine,Tablets,Street,2018,35.90,,,Gram,USA
ARQ,Europe,Western and Central Europe,Iceland,Amphetamine-type stimulants,Amphetamine,,Street,2016,40.23,,,Gram,USA
ARQ,Europe,Western and Central Europe,Iceland,Amphetamine-type stimulants,Methamphetamine,Tablets,Street,2019,1600.00,,,Tablet,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Iceland,Amphetamine-type stimulants,Methamphetamine,,Street,2019,3300.00,,,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Iceland,Amphetamine-type stimulants,Methamphetamine,Tablets,Street,2018,48.30,,,Gram,USA
ARQ,Europe,Western and Central Europe,Iceland,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,2350.00,,,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Iceland,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,25.70,,,Gram,USA
ARQ,Europe,Western and Central Europe,Iceland,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,26.30,,,Gram,USA
ARQ,Europe,Western and Central Europe,Iceland,Cannabis-type drugs,Cannabis resin (hashish),,Street,2019,2400.00,,,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Iceland,Cannabis-type drugs,Cannabis resin (hashish),,Street,2018,28.80,,,Gram,USA
ARQ,Europe,Western and Central Europe,Iceland,Cannabis-type drugs,Cannabis resin (hashish),,Street,2016,24.80,,,Gram,USA
ARQ,Europe,Western and Central Europe,Iceland,Cocaine-type,Cocaine,,Street,2019,12400.00,,,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Iceland,Cocaine-type,Cocaine,,Street,2018,136.70,,,Gram,USA
ARQ,Europe,Western and Central Europe,Iceland,Cocaine-type,Cocaine,,Street,2016,137.72,,,Gram,USA
ARQ,Europe,Western and Central Europe,Iceland,Hallucinogens,LSD,,Street,2019,2400.00,,,Unit,"National currency (not EUR, USD or CHF)"
ARQ,Europe,Western and Central Europe,Iceland,Hallucinogens,LSD,,Street,2018,23.80,,,Gram,USA
ARQ,Europe,Western and Central Europe,Iceland,Hallucinogens,LSD,,Street,2016,27.09,,,Gram,USA
ARQ,Europe,Western and Central Europe,Ireland,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2019,20000.00,25000.00,30000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2019,60.00,,,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2018,10.00,5.00,15.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,Ireland,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2018,60.00,40.00,80.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2018,5.00,2.00,8.00,Tablet,EUR
ARQ,Europe,Western and Central Europe,Ireland,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2018,20000.00,15000.00,25000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2016,60.00,,,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2016,10.00,,,Tablet,EUR
ARQ,Europe,Western and Central Europe,Ireland,Amphetamine-type stimulants,Amphetamine,,Wholesale,2019,8000.00,9000.00,10000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Amphetamine-type stimulants,Amphetamine,,Street,2019,15.00,,,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Amphetamine-type stimulants,Amphetamine,,Wholesale,2018,10000.00,5000.00,15000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Amphetamine-type stimulants,Amphetamine,,Street,2018,15.00,5.00,20.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Amphetamine-type stimulants,Amphetamine,,Street,2016,20.00,,,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Amphetamine-type stimulants,Amphetamine,,Wholesale,2016,4000.00,,,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Amphetamine-type stimulants,Methamphetamine,,Street,2018,60.00,40.00,80.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Amphetamine-type stimulants,Methamphetamine,,Street,2016,60.00,,,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,20.00,,,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2019,8000.00,6000.00,10000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,20.00,15.00,50.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2018,10000.00,8000.00,12000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,7000.00,,,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,20.00,,,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2019,2000.00,1800.00,2200.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cannabis-type drugs,Cannabis resin (hashish),,Street,2019,6.00,,,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2016,1500.00,,,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cannabis-type drugs,Cannabis resin (hashish),,Street,2016,6.00,,,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cocaine-type,Cocaine,,Wholesale,2019,30000.00,25000.00,35000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cocaine-type,Coca paste/refined cocaine base (intermediate products) (please specify),,Street,2019,70.00,,,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cocaine-type,Cocaine,,Street,2019,70.00,,,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cocaine-type,Cocaine,,Wholesale,2019,25000.00,22500.00,30000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cocaine-type,Cocaine,,Street,2018,70.00,50.00,100.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cocaine-type,Cocaine,,Wholesale,2018,28000.00,22000.00,30000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cocaine-type,Cocaine,,Wholesale,2016,30000.00,,,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cocaine-type,Cocaine,,Street,2016,70.00,,,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Cocaine-type,Cocaine,,Street,2016,40.00,,,Rock,EUR
ARQ,Europe,Western and Central Europe,Ireland,Hallucinogens,LSD,,Street,2018,10.00,5.00,15.00,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Hallucinogens,LSD,,Street,2016,10.00,,,Tablet,EUR
ARQ,Europe,Western and Central Europe,Ireland,Opioids,Heroin,,Street,2019,140.00,,,Gram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Opioids,Heroin,,Wholesale,2019,40000.00,35000.00,50000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Opioids,Heroin,,Wholesale,2018,40000.00,30000.00,40000.00,Kilogram,EUR
ARQ,Europe,Western and Central Europe,Ireland,Opioids,Heroin,,Street,2016,140.00,,,Gram,EUR
